time,msl_hPa,u10,v10,wind_speed,eta_IB,eta_wind,eta_inst,eta_met,eta_IB_cm,eta_wind_cm,eta_inst_cm,eta_met_cm,astro_m,astro_cm,fuente,total_m,total_cm,galibo_entrada_m,galibo_entrada_cm,galibo_salida_m,galibo_salida_cm,residuo_m,residuo_cm
2026-08-05 22:00:00,1017.9176822691666,-0.43095686485207,-0.4258973368111252,0.6058979789254412,-0.022372022877732784,-6.348598952598315e-05,-0.022435508867258768,-0.014347117475477858,-2.2372022877732785,-0.006348598952598315,-2.2435508867258767,-1.4347117475477857,-0.0786051439840373,-7.86051439840373,historico,-0.09295226145951516,-9.295226145951515,1.5759522614595152,157.59522614595153,1.566952261459515,156.6952261459515,-0.014347117475477858,-1.4347117475477857
2026-08-05 23:00:00,1017.8344617605553,-0.4546540660778554,-0.5215605823990963,0.6919073354963159,-0.0216019419012986,-9.520890438936957e-05,-0.02169715080568797,-0.01508212080849887,-2.16019419012986,-0.009520890438936957,-2.169715080568797,-1.508212080849887,-0.0733865422465537,-7.338654224655369,historico,-0.08846866305505256,-8.846866305505257,1.5714686630550527,157.14686630550528,1.5624686630550526,156.24686630550525,-0.01508212080849887,-1.508212080849887
2026-08-06 00:00:00,1017.751875,-0.47332763671875,-0.5883331298828125,0.7550992804919519,-0.02083772531250038,-0.00012114755510119721,-0.020958872867601577,-0.01566979601440914,-2.083772531250038,-0.01211475551011972,-2.0958872867601577,-1.566979601440914,-0.0752298290593365,-7.522982905933651,historico,-0.09089962507374565,-9.089962507374565,1.5738996250737458,157.38996250737458,1.5648996250737457,156.48996250737457,-0.01566979601440914,-1.566979601440914
2026-08-06 01:00:00,1017.6707465727781,-0.4945310715443899,-0.646946742170948,0.8143101791875413,-0.020087003411201756,-0.0001464890305219611,-0.020233492441723715,-0.016126165657140597,-2.0087003411201754,-0.01464890305219611,-2.0233492441723717,-1.6126165657140596,-0.0847922505270332,-8.479225052703319,forecast,-0.1009184161841738,-10.09184161841738,1.583918416184174,158.3918416184174,1.5749184161841738,157.4918416184174,-0.016126165657140597,-1.6126165657140596
2026-08-06 02:00:00,1017.5902343975002,-0.5128642567465872,-0.6938423286050054,0.862813376583978,-0.01934198399726847,-0.0001684960119374057,-0.019510480009205876,-0.016464597092347124,-1.934198399726847,-0.01684960119374057,-1.9510480009205875,-1.6464597092347124,-0.0990383188046137,-9.90383188046137,forecast,-0.11550291589696082,-11.550291589696082,1.5985029158969608,159.85029158969607,1.589502915896961,158.9502915896961,-0.016464597092347124,-1.6464597092347124
2026-08-06 03:00:00,1017.55375,-0.5206756591796875,-0.7130279541015625,0.8828997708644294,-0.01900437562500034,-0.00017794310216559094,-0.019182318727165932,-0.016736369255829005,-1.900437562500034,-0.017794310216559094,-1.9182318727165932,-1.6736369255829004,-0.11376157443075,-11.376157443075,forecast,-0.130497943686579,-13.0497943686579,1.613497943686579,161.3497943686579,1.604497943686579,160.4497943686579,-0.016736369255829005,-1.6736369255829004
2026-08-06 04:00:00,1017.6499767118212,-0.5202317296677207,-0.6735181639349592,0.8510392292388096,-0.019894809502837313,-0.0001587693510026115,-0.020053578853839925,-0.017068090215630098,-1.9894809502837312,-0.015876935100261152,-2.0053578853839924,-1.7068090215630098,-0.127336505425253,-12.733650542525298,forecast,-0.1444045956408831,-14.440459564088309,1.6274045956408831,162.74045956408833,1.618404595640883,161.8404595640883,-0.017068090215630098,-1.7068090215630098
2026-08-06 05:00:00,1017.8700923125313,-0.5189366988102678,-0.5728681014159253,0.7729638794872536,-0.021931649214007976,-0.00011486225156696039,-0.022046511465574938,-0.01756593234062458,-2.1931649214007978,-0.011486225156696039,-2.204651146557494,-1.756593234062458,-0.139602095710039,-13.960209571003901,forecast,-0.1571680280506636,-15.71680280506636,1.6401680280506636,164.01680280506636,1.6311680280506635,163.11680280506636,-0.01756593234062458,-1.756593234062458
2026-08-06 06:00:00,1018.11125,-0.516845703125,-0.437896728515625,0.6774090534407277,-0.024163201875000383,-6.711374069564045e-05,-0.024230315615696024,-0.018232370668131725,-2.4163201875000384,-0.006711374069564045,-2.4230315615696023,-1.8232370668131725,-0.148555660268674,-14.8555660268674,forecast,-0.16678803093680572,-16.67880309368057,1.6497880309368058,164.97880309368057,1.6407880309368057,164.07880309368056,-0.018232370668131725,-1.8232370668131725
2026-08-06 07:00:00,1018.4115512059873,-0.5023963506563321,-0.2318983690272254,0.5533343895966412,-0.026942039084603298,-1.8821898745120526e-05,-0.02696086098334842,-0.019105219699653394,-2.69420390846033,-0.0018821898745120527,-2.696086098334842,-1.9105219699653393,-0.150930377652603,-15.0930377652603,forecast,-0.1700355973522564,-17.00355973522564,1.6530355973522566,165.30355973522566,1.6440355973522565,164.40355973522566,-0.019105219699653394,-1.9105219699653393
2026-08-06 08:00:00,1018.7415047696604,-0.46416953094082625,0.09626603902088,0.4740469425305855,-0.029995264386052732,3.243502594069357e-06,-0.02999202088345866,-0.02019389981803392,-2.9995264386052733,0.0003243502594069357,-2.999202088345866,-2.019389981803392,-0.145062875346445,-14.5062875346445,forecast,-0.1652567751644789,-16.52567751644789,1.648256775164479,164.8256775164479,1.6392567751644789,163.92567751644788,-0.02019389981803392,-2.019389981803392
2026-08-06 09:00:00,1018.896875,-0.402435302734375,0.5414276123046875,0.6746095405883784,-0.03143298281250022,0.00010260035077808425,-0.03133038246172214,-0.02130754808240274,-3.1432982812500216,0.010260035077808425,-3.1330382461722137,-2.130754808240274,-0.132041444951078,-13.2041444951078,forecast,-0.15334899303348073,-15.334899303348074,1.636348993033481,163.63489930334808,1.6273489930334808,162.73489930334807,-0.02130754808240274,-2.130754808240274
2026-08-06 10:00:00,1018.8465117076211,0.3872660699980145,1.608796563028952,1.6547511565747508,-0.0309669460864715,0.0009058792334248191,-0.03006106685304668,-0.022182899959467137,-3.09669460864715,0.09058792334248192,-3.006106685304668,-2.2182899959467135,-0.115302954501335,-11.5302954501335,forecast,-0.13748585446080214,-13.748585446080213,1.6204858544608023,162.04858544608024,1.6114858544608022,161.1485854460802,-0.022182899959467137,-2.2182899959467135
2026-08-06 11:00:00,1018.721287304131,1.7769612820693192,3.065214219828279,3.543039600598746,-0.02980818206877631,0.003288438374703119,-0.02651974369407319,-0.022616584332927743,-2.980818206877631,0.32884383747031193,-2.651974369407319,-2.2616584332927743,-0.0994206156789309,-9.94206156789309,forecast,-0.12203720001185864,-12.203720001185864,1.6050372000118587,160.50372000118585,1.5960372000118586,159.60372000118585,-0.022616584332927743,-2.2616584332927743
2026-08-06 12:00:00,1018.56,2.517730712890625,3.7979583740234375,4.556693511028308,-0.028315709999999498,0.005048570733785163,-0.023267139266214334,-0.022681639826256404,-2.8315709999999497,0.5048570733785164,-2.3267139266214336,-2.2681639826256403,-0.0882766390437303,-8.827663904373031,forecast,-0.1109582788699867,-11.09582788699867,1.5939582788699869,159.3958278869987,1.5849582788699867,158.49582788699868,-0.022681639826256404,-2.2681639826256403
2026-08-06 13:00:00,1018.2674802654425,2.0776909722222223,3.4283735310839525,4.008808407081931,-0.025608878636272054,0.004113810774022967,-0.021495067862249088,-0.02256298262985567,-2.5608878636272054,0.41138107740229674,-2.149506786224909,-2.256298262985567,-0.0835968804696268,-8.35968804696268,forecast,-0.10615986309948247,-10.615986309948248,1.5891598630994825,158.91598630994827,1.5801598630994824,158.01598630994823,-0.02256298262985567,-2.256298262985567
